"","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"391","3996","eurico",1322489609,286766,"28/11/2011 14:13","no",633,1.95,5.59,-87.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0,-12,3,28,59,581,-413,82.5,44.5,95.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.06,-0.11,-222,153,-118,-369,200,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07029549,-58.30619195,96.93956221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.03,-0.07,-207,49,310,-428,225,300,-153,-69.5,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.22,0.26,-54,280,215,-446,956,-373,"A"
"392","3998","eurico",1322489609,310631,"28/11/2011 14:13","no",633,1.96,5.51,-87.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0,-10,5,27,66,574,-426,82.3,44.4,95.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,-0.1,-220,155,-118,-361,201,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86306577,-57.65966507,97.63356558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.08,-204,48,310,-439,228,315,-154,-69.6,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.24,0.28,-53,282,214,-439,954,-363,"A"
"393","3999","eurico",1322489609,399309,"28/11/2011 14:13","no",633,1.98,5.46,-87.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0,-9,1,28,59,575,-420,82.1,44.4,95.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,-0.07,-222,155,-117,-376,204,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.99383015,-58.23929901,97.02659382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,-0.03,-208,49,312,-431,226,316,-155,-69.6,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,-0.16,0.28,-51,280,215,-435,952,-362,"A"
"394","4019","eurico",1322489610,354642,"28/11/2011 14:13","no",634,1.12,5.92,-87.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.05,-13,5,31,64,578,-420,77.9,42.8,91,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.66,0.52,-210,181,-106,-328,212,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,-166,-69.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-0.21,0.3,-48,278,214,-428,956,-366,"A"
"395","4020","eurico",1322489610,374700,"28/11/2011 14:13","no",634,1.11,5.95,-87.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-13,2,28,59,581,-417,78.9,44.4,90.6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.61,0.49,-246,183,-103,-332,219,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,-167,-69.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,-0.22,0.31,-48,280,214,-436,952,-359,"A"
"396","4046","adelmo",1322832818,409823,"02/12/2011 13:33","no",641,121,-43.7,172,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,49,43,-156,168,607,-307,18,15.6,-41.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,0.11,0.52,3,-75,-7,650,56,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.98556247,-22.71629272,-87.87133855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.16,-0.2,-43,114,-147,-507,369,-35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,-1.51,0.02,-282,341,3,-709,453,671,"A"
"397","4053","adelmo",1322832817,64305,"02/12/2011 13:33","no",642,121,-43.8,172,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.15,47,45,-156,164,604,-295,36.5,46.1,-6.96,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,-1.14,0.89,-161,-29,40,51,303,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.73215296,-30.95418062,-89.56164251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.03,-0.36,-48,86,-123,-548,297,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1.85,1.18,-71,435,-12,-324,822,708,"A"
"398","4076","adelmo",1322832812,28335,"02/12/2011 13:33","no",643,121,-43.7,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,-0.16,52,42,-158,162,610,-309,-6.97,-10.1,-53.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,-0.18,0.95,75,-89,-73,734,3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.91683025,-23.357525,-101.0171017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.22,-0.3,-44,91,-161,-519,359,-21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,-0.02,0.49,-395,162,29,-627,5,497,"A"
"399","4089","adelmo",1322832812,876364,"02/12/2011 13:33","no",643,122,-43.7,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.2,49,45,-161,162,606,-308,4.88,-44.6,-31.7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.59,0.89,142,-125,-182,758,-52,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.07040931,-28.36545714,-95.40760949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.02,-0.1,-47,85,-137,-556,282,29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,3,1.12,-317,266,35,-706,316,665,"A"
"400","4093","adelmo",1322832812,932366,"02/12/2011 13:33","no",643,122,-43.6,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.2,48,44,-159,172,609,-310,13,-39.5,-32.4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,-1.12,1.16,99,-110,-163,761,-27,-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.34568622,-22.0157774,-88.80397397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.26,0.05,-38,103,-135,-554,289,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,3.07,1.08,-257,355,59,-690,532,780,"A"
"401","4095","adelmo",1322832812,992290,"02/12/2011 13:33","no",643,122,-43.5,172,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,48,46,-158,163,602,-298,13.5,-29.2,-29.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,-1.41,0.97,75,-68,-58,726,56,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.47963269,-37.9526314,-103.0572972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0.02,-54,52,-125,-538,294,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,2.49,1.25,-223,427,28,-632,674,792,"A"
"402","4100","adelmo",1322832801,360341,"02/12/2011 13:33","no",644,121,-43.4,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,49,43,-159,163,607,-306,-23.8,43.4,-81.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,0.14,0.49,-113,-83,74,403,44,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.43879694,-19.41596103,-101.3985452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.13,-0.21,-40,102,-176,-527,347,-44,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.95,0.52,-380,118,22,-563,-147,400,"A"
"403","4113","adelmo",1322832801,800337,"02/12/2011 13:33","no",644,121,-43.5,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,-0.2,50,43,-157,162,606,-302,-18.8,-28.9,-36.7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,-0.53,0.72,159,-127,-190,734,-93,-173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7365919,-25.93531367,-97.98735556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.02,0.2,-42,81,-136,-555,286,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,2.59,0.98,-326,336,21,-697,455,611,"A"
"404","4119","adelmo",1322832797,132305,"02/12/2011 13:33","no",645,122,-43,170,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.2,47,44,-154,158,613,-303,-107,61.8,-52.9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.34,0.59,-275,-55,-4,-341,262,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1972119,-18.98453932,-96.03390165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.16,-0.23,-38,109,-165,-511,360,-22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,-1.59,-0.33,-346,229,-21,-658,103,420,"A"
"405","4125","adelmo",1322832797,412295,"02/12/2011 13:33","no",645,121,-43.1,170,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.15,48,45,-154,165,614,-291,-99.4,59.7,-56.8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.32,0.69,-272,-79,-23,-297,237,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.67490574,-25.82973087,-90.55081429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.29,-0.31,-50,110,-154,-532,330,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,-0.79,0.28,-377,117,-3,-571,-142,331,"A"
"406","4141","adelmo",1322832793,196363,"02/12/2011 13:33","no",646,123,-42.3,166,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,50,45,-153,169,617,-294,3.91,18,-138,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.63,1.03,-273,-65,-28,-316,275,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.11067807,-22.92345438,-91.53693366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.34,-0.25,-45,112,-157,-504,373,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.59,0.39,11,376,-59,-45,726,456,"A"
"407","4145","adelmo",1322832793,388329,"02/12/2011 13:33","no",646,123,-42.5,167,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.15,49,46,-155,163,613,-307,13.8,22.5,-140,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.47,0.77,-278,-39,-31,-344,296,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.57325647,-16.13077734,-90.82766471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.06,-0.16,-33,122,-162,-506,391,-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.59,0.41,16,372,-56,-40,718,462,"A"
"408","4191","adelmo",1322832791,444283,"02/12/2011 13:33","no",648,124,-42.2,165,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.16,47,45,-154,171,613,-301,-61.2,23.8,-126,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.51,0.59,-246,-78,10,-140,167,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.59163165,-29.404444,-104.1791643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.08,0.05,-47,67,-140,-561,267,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.66,0.31,-2,385,-52,-78,724,435,"A"
"409","4199","charles",1322837808,524297,"02/12/2011 14:56","no",652,123,39.2,3.34,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,-0.2,-63,65,-164,9,593,-357,139,-28,118,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.51,0.79,-297,-46,-69,-415,262,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.41752759,-30.43003069,70.65177522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.16,0,-6,-14,13,-538,317,-109,-0.68,-2.57,-82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.08,-0.03,5,-1,-8,73,606,439,"A"
"410","4209","charles",1322837809,152314,"02/12/2011 14:56","no",653,121,40.5,0.06,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,-0.18,-64,63,-168,5,589,-347,142,-29.8,117,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.56,0.89,-299,-43,-71,-421,274,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.54269601,-19.13749922,60.72690303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.13,-0.08,-5,-21,15,-544,306,-99,-1.11,-2.43,-82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.06,-0.03,4,-1,-7,70,604,445,"A"
"411","4230","charles",1322837811,224291,"02/12/2011 14:56","no",654,109,33.8,-14.9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0,-0.03,-19,60,-158,37,609,-330,148,-41,110,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.5,1.1,-308,-49,-74,-428,283,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.0398588,-51.77351648,94.3910502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.18,0.08,-11,-7,18,-543,302,-83,-0.79,-2.01,-82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.08,-0.02,5,-2,-3,61,609,451,"A"
"412","4237","charles",1322837811,672314,"02/12/2011 14:56","no",654,115,36.4,-11.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.14,-0.03,-52,57,-181,-2,596,-353,150,-42.9,106,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.5,0.72,-300,-48,-74,-420,294,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.17020743,-28.83341748,60.49380542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.18,0.05,-7,-19,14,-546,309,-91,-0.65,-1.77,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.06,0.05,3,-5,-3,74,598,444,"A"
"413","4238","charles",1322837811,672367,"02/12/2011 14:56","no",654,115,36.3,-11.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.21,-0.03,-54,57,-181,1,599,-360,150,-43,106,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.5,0.74,-301,-46,-74,-422,280,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.19285208,-29.13164728,71.61534622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.19,0.03,-7,-17,16,-539,303,-102,-0.63,-1.78,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.08,0.05,5,-5,-4,71,610,448,"A"
"414","4263","charles",1322837813,88304,"02/12/2011 14:56","no",656,113,30.4,-12.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,-29,63,-159,33,605,-336,155,-51.6,95.1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.51,0.79,-299,-45,-76,-422,283,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.73102547,-26.1452413,81.60634359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.13,0.28,-11,-27,31,-546,302,-102,-0.82,-2.13,-82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,0.26,4,3,-6,77,598,431,"A"
